comparison,overlap_rows,hs_bias,hs_median_abs_diff,hs_rmse,tp_bias,tp_median_abs_diff,tp_rmse
nora3_minus_nws,27924,0.01228524203370413,0.048478302611171864,0.10388063238960876,0.06612128336621989,0.27051667670242807,1.2851772411738376
nora3_minus_baltic,15493,-0.03736106959544027,0.05584439472129821,0.10002340421594805,0.3656956748429012,0.35171543267154703,0.7515492711378322
nws_minus_baltic,30735,-0.043427207870558836,0.059856315364667734,0.08739216282947686,0.4658736232357284,0.30044118873775005,1.1236916951552516
