binned_mae,rmse,r2,inferred_rated_wind_speed,plateau_power_mean,curve,assets
0.32716998130560715,0.4024848735959563,-2.336631944690327,,0.49040380035933523,M5000-116_5MW,22
0.31461012980352454,0.4020753222996072,-2.329844973198902,,0.49040380035933523,Senvion_6.2M152_6.15MW,22
