analysis_label,farm_id,wind_farm,turbine_id,turbine_source_row,country,sea_basin,sea_basin_mapping_rule,latitude,longitude,farm_centroid_latitude,farm_centroid_longitude,distance_to_farm_centroid_m,distance_to_farm_centroid_quantile,exposure_group,outer_ring_proxy,farm_turbine_count,oem_manufacturer,turbine_model,rated_capacity_mw,rotor_diameter_m,hub_height_m,commissioning_date,commissioning_month,commissioning_year,steady_operational_start_month,turbine_age_years_at_observation_end,turbine_age_band_at_observation_end,water_depth_m,bathymetry_spatial_match_status,bathymetry_join_status,steady_manifest_months,observed_steady_months,observed_steady_years,success_steady_months,success_no_ais_in_bbox_steady_months,skipped_missing_source_steady_months,other_status_steady_months,steady_coverage_share,first_observed_steady_month,last_observed_steady_month,coverage_class,min_1yr_exposure,min_3yr_exposure,min_5yr_exposure
RQ9 turbine-level maintenance intervention intensity v1,Amrumbank West,Amrumbank West,Amrumbank_West::93,93,Germany,North Sea,germany_north_sea,54.5388,7.7034,54.523005,7.70624875,1765.915898135135,0.22784810126582278,inner_or_middle_proxy,False,80,Siemens,SWT-3.6-120,3.6,120.0,90.0,2015-10,2015-10,2015,2016-04,10.166666666666666,8_to_14_years,20.53,ok,matched_processed_bathymetry,117,105,8.75,65,40,12,0,0.8974358974358975,2016-05,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Amrumbank West,Amrumbank West,Amrumbank_West::94,94,Germany,North Sea,germany_north_sea,54.5388,7.641,54.523005,7.70624875,4561.668013977898,0.9493670886075949,outer_exposed_proxy,True,80,Siemens,SWT-3.6-120,3.6,120.0,90.0,2015-10,2015-10,2015,2016-04,10.166666666666666,8_to_14_years,23.07,ok,matched_processed_bathymetry,117,105,8.75,65,40,12,0,0.8974358974358975,2016-05,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Amrumbank West,Amrumbank West,Amrumbank_West::95,95,Germany,North Sea,germany_north_sea,54.5388,7.7159,54.523005,7.70624875,1863.452661196296,0.27848101265822783,inner_or_middle_proxy,False,80,Siemens,SWT-3.6-120,3.6,120.0,90.0,2015-10,2015-10,2015,2016-04,10.166666666666666,8_to_14_years,21.34,ok,matched_processed_bathymetry,117,105,8.75,65,40,12,0,0.8974358974358975,2016-05,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Amrumbank West,Amrumbank West,Amrumbank_West::96,96,Germany,North Sea,germany_north_sea,54.5388,7.6535,54.523005,7.70624875,3829.923858226511,0.7721518987341772,outer_exposed_proxy,True,80,Siemens,SWT-3.6-120,3.6,120.0,90.0,2015-10,2015-10,2015,2016-04,10.166666666666666,8_to_14_years,22.33,ok,matched_processed_bathymetry,117,105,8.75,65,40,12,0,0.8974358974358975,2016-05,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Amrumbank West,Amrumbank West,Amrumbank_West::97,97,Germany,North Sea,germany_north_sea,54.5388,7.7284,54.523005,7.70624875,2264.383672263125,0.4050632911392405,inner_or_middle_proxy,False,80,Siemens,SWT-3.6-120,3.6,120.0,90.0,2015-10,2015-10,2015,2016-04,10.166666666666666,8_to_14_years,21.55,ok,matched_processed_bathymetry,117,105,8.75,65,40,12,0,0.8974358974358975,2016-05,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Amrumbank West,Amrumbank West,Amrumbank_West::98,98,Germany,North Sea,germany_north_sea,54.5388,7.7409,54.523005,7.70624875,2843.130614501438,0.5569620253164557,inner_or_middle_proxy,False,80,Siemens,SWT-3.6-120,3.6,120.0,90.0,2015-10,2015-10,2015,2016-04,10.166666666666666,8_to_14_years,21.24,ok,matched_processed_bathymetry,117,105,8.75,65,40,12,0,0.8974358974358975,2016-05,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Amrumbank West,Amrumbank West,Amrumbank_West::99,99,Germany,North Sea,germany_north_sea,54.5388,7.7783,54.523005,7.70624875,4969.619299459061,1.0,outer_exposed_proxy,True,80,Siemens,SWT-3.6-120,3.6,120.0,90.0,2015-10,2015-10,2015,2016-04,10.166666666666666,8_to_14_years,20.39,ok,matched_processed_bathymetry,117,105,8.75,65,40,12,0,0.8974358974358975,2016-05,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::119,119,Denmark,Baltic,denmark_baltic,56.6037,11.2649,56.60108828828829,11.21661081081081,2969.8590299557354,0.21818181818181817,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.59,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::120,120,Denmark,Baltic,denmark_baltic,56.6132,11.252,56.60108828828829,11.21661081081081,2550.371429779094,0.14545454545454545,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.388395,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::121,121,Denmark,Baltic,denmark_baltic,56.6297,11.1713,56.60108828828829,11.21661081081081,4219.9356370300075,0.34545454545454546,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.556524,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::122,122,Denmark,Baltic,denmark_baltic,56.6305,11.2016,56.60108828828829,11.21661081081081,3396.948665931823,0.2636363636363636,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.435691,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::123,123,Denmark,Baltic,denmark_baltic,56.6348,11.1692,56.60108828828829,11.21661081081081,4739.795761118063,0.41818181818181815,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.227608,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::124,124,Denmark,Baltic,denmark_baltic,56.6366,11.2291,56.60108828828829,11.21661081081081,4021.969738032321,0.32727272727272727,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.40829,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::125,125,Denmark,Baltic,denmark_baltic,56.6379,11.1974,56.60108828828829,11.21661081081081,4258.665749057214,0.36363636363636365,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.080167,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::126,126,Denmark,Baltic,denmark_baltic,56.6401,11.1669,56.60108828828829,11.21661081081081,5297.748987458416,0.4727272727272727,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.046526,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::127,127,Denmark,Baltic,denmark_baltic,56.6268,11.2373,56.60108828828829,11.21661081081081,3126.7445661691704,0.22727272727272727,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.288065,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::128,128,Denmark,Baltic,denmark_baltic,56.6074,11.1785,56.60108828828829,11.21661081081081,2435.824964989805,0.12727272727272726,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.76624,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::129,129,Denmark,Baltic,denmark_baltic,56.6415,11.2251,56.60108828828829,11.21661081081081,4523.488357115987,0.39090909090909093,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.060598,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::130,130,Denmark,Baltic,denmark_baltic,56.6089,11.2576,56.60108828828829,11.21661081081081,2654.7691495275526,0.16363636363636364,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.388762,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::131,131,Denmark,Baltic,denmark_baltic,56.6103,11.1961,56.60108828828829,11.21661081081081,1620.1658308803705,0.045454545454545456,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.499414,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::132,132,Denmark,Baltic,denmark_baltic,56.6231,11.2058,56.60108828828829,11.21661081081081,2535.4122862078934,0.13636363636363635,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.869367,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::133,133,Denmark,Baltic,denmark_baltic,56.622,11.2417,56.60108828828829,11.21661081081081,2786.381605569452,0.19090909090909092,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.183268,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::134,134,Denmark,Baltic,denmark_baltic,56.619,11.1749,56.60108828828829,11.21661081081081,3237.5801886175977,0.24545454545454545,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,17.245745,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::135,135,Denmark,Baltic,denmark_baltic,56.6176,11.2466,56.60108828828829,11.21661081081081,2595.946525284345,0.15454545454545454,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.349524,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::136,136,Denmark,Baltic,denmark_baltic,56.6163,11.2275,56.60108828828829,11.21661081081081,1817.9984025050233,0.09090909090909091,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.282576,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::137,137,Denmark,Baltic,denmark_baltic,56.6162,11.2096,56.60108828828829,11.21661081081081,1734.2535451273602,0.05454545454545454,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.752193,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::138,138,Denmark,Baltic,denmark_baltic,56.6133,11.1768,56.60108828828829,11.21661081081081,2789.228726303348,0.2,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.110043,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::139,139,Denmark,Baltic,denmark_baltic,56.6084,11.2137,56.60108828828829,11.21661081081081,832.3145915459177,0.00909090909090909,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.769122,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::140,140,Denmark,Baltic,denmark_baltic,56.6452,11.1647,56.60108828828829,11.21661081081081,5843.21095957652,0.5363636363636364,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.925338,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::141,141,Denmark,Baltic,denmark_baltic,56.6662,11.2068,56.60108828828829,11.21661081081081,7264.910295864233,0.7272727272727273,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.380184,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::142,142,Denmark,Baltic,denmark_baltic,56.6496,11.1908,56.60108828828829,11.21661081081081,5620.562689371648,0.5,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.062054,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::143,143,Denmark,Baltic,denmark_baltic,56.6782,11.1736,56.60108828828829,11.21661081081081,8968.697500414928,0.8545454545454545,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.365219,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::144,144,Denmark,Baltic,denmark_baltic,56.6763,11.2001,56.60108828828829,11.21661081081081,8423.879974196223,0.8181818181818182,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.417183,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::145,145,Denmark,Baltic,denmark_baltic,56.6763,11.1614,56.60108828828829,11.21661081081081,9018.869786005134,0.8727272727272727,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.248557,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::146,146,Denmark,Baltic,denmark_baltic,56.6761,11.148,56.60108828828829,11.21661081081081,9336.622624693597,0.8909090909090909,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.771561,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::147,147,Denmark,Baltic,denmark_baltic,56.6711,11.1512,56.60108828828829,11.21661081081081,8752.456291271208,0.8363636363636363,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.581646,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::148,148,Denmark,Baltic,denmark_baltic,56.6712,11.2034,56.60108828828829,11.21661081081081,7837.8125963037355,0.7727272727272727,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.307928,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::149,149,Denmark,Baltic,denmark_baltic,56.6867,11.1685,56.60108828828829,11.21661081081081,9963.674137944407,0.9272727272727272,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.32644,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::150,150,Denmark,Baltic,denmark_baltic,56.6914,11.191,56.60108828828829,11.21661081081081,10163.532239520671,0.9363636363636364,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.106989,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::151,151,Denmark,Baltic,denmark_baltic,56.692,11.1653,56.60108828828829,11.21661081081081,10584.44146492008,0.9545454545454546,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.517347,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::152,152,Denmark,Baltic,denmark_baltic,56.6965,11.1881,56.60108828828829,11.21661081081081,10751.508899578266,0.9636363636363636,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.505621,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::153,153,Denmark,Baltic,denmark_baltic,56.6464,11.2213,56.60108828828829,11.21661081081081,5046.591263223202,0.44545454545454544,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.972378,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::154,154,Denmark,Baltic,denmark_baltic,56.6971,11.1619,56.60108828828829,11.21661081081081,11187.634910353954,0.9727272727272728,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.766732,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::155,155,Denmark,Baltic,denmark_baltic,56.7019,11.1721,56.60108828828829,11.21661081081081,11535.22302120556,0.990909090909091,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.807858,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::156,156,Denmark,Baltic,denmark_baltic,56.7021,11.1587,56.60108828828829,11.21661081081081,11776.611637797563,1.0,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.440296,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::157,157,Denmark,Baltic,denmark_baltic,56.6017,11.2381,56.60108828828829,11.21661081081081,1317.0765950298828,0.03636363636363636,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.02522,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::158,158,Denmark,Baltic,denmark_baltic,56.6659,11.1541,56.60108828828829,11.21661081081081,8157.930482165108,0.8,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.80691,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::159,159,Denmark,Baltic,denmark_baltic,56.6611,11.2103,56.60108828828829,11.21661081081081,6684.150969829569,0.6454545454545455,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.328405,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::160,160,Denmark,Baltic,denmark_baltic,56.6608,11.1569,56.60108828828829,11.21661081081081,7577.697412086617,0.7545454545454545,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.980137,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::161,161,Denmark,Baltic,denmark_baltic,56.6563,11.2139,56.60108828828829,11.21661081081081,6141.50078442289,0.5545454545454546,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.250338,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::162,162,Denmark,Baltic,denmark_baltic,56.6556,11.1597,56.60108828828829,11.21661081081081,6989.834091916203,0.6909090909090909,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.74372,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::163,163,Denmark,Baltic,denmark_baltic,56.6556,11.1872,56.60108828828829,11.21661081081081,6322.731826961702,0.5818181818181818,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,14.975201,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::164,164,Denmark,Baltic,denmark_baltic,56.6505,11.1622,56.60108828828829,11.21661081081081,6423.776691396183,0.5909090909090909,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.33794,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::165,165,Denmark,Baltic,denmark_baltic,56.7016,11.1854,56.60108828828829,11.21661081081081,11338.059061641517,0.9818181818181818,outer_exposed_proxy,True,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,16.865202,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
RQ9 turbine-level maintenance intervention intensity v1,Anholt,Anholt,Anholt::166,166,Denmark,Baltic,denmark_baltic,56.6015,11.1801,56.60108828828829,11.21661081081081,2235.2433104140587,0.10909090909090909,inner_or_middle_proxy,False,111,Siemens,SWT-3.6-120,3.6,120.0,81.6,2013-09,2013-09,2013,2014-03,12.25,8_to_14_years,15.716795,ok,matched_processed_bathymetry,142,130,10.833333333333334,89,41,12,0,0.9154929577464789,2014-03,2025-02,high_coverage,True,True,True
