analysis_label,farm_id,turbine_count,farm_commissioning_start_month,farm_commissioning_end_month,ramp_up_months,steady_operational_start_month,operational_start_month,operational_start_source,operational_window_known,total_manifest_months,pre_operational_manifest_months,commissioning_manifest_months,steady_manifest_months,unknown_phase_manifest_months,manifest_months,observed_months,observed_years,commissioning_observed_months,commissioning_observed_years,steady_observed_months,steady_observed_years,unknown_phase_observed_months,unknown_phase_observed_years,success_months,success_no_ais_in_bbox_months,skipped_missing_source_months,other_status_months,coverage_share,first_observed_month,last_observed_month,tier_a_visit_count,tier_b_visit_count,candidate_intervention_count,long_dwell_count,unique_vessel_count,pre_operational_candidate_count,commissioning_candidate_count,steady_candidate_count,unknown_phase_candidate_count,commissioning_long_dwell_count,steady_long_dwell_count,unknown_phase_long_dwell_count,candidate_date_missing_count,duplicate_adjustment_available,duplicate_candidate_row_count,duplicate_group_adjusted_candidate_count,commissioning_duplicate_adjusted_count,steady_duplicate_adjusted_count,unknown_phase_duplicate_adjusted_count,duplicate_adjustment_delta,candidate_interventions_per_observed_farm_year,long_dwell_interventions_per_observed_farm_year,commissioning_intervention_intensity_per_farm_year,steady_intervention_intensity_per_farm_year,confidence_class,recommended_simulator_use
RQ9 farm-level maintenance intervention intensity,Kaskasi,38,2023-03,2023-03,6,2023-09,2023-03,turbine_commissioning_date_range,True,192,158,6,28,0,34,23,1.9166666666666667,6,0.5,17,1.4166666666666667,0,0.0,20,3,11,0,0.6764705882352942,2023-03,2025-02,200,5,205,174,14,49,4,201,0,4,170,0,0,True,201,160.16666666666666,2.8333333333333335,157.33333333333334,0.0,44.83333333333334,106.95652173913044,90.78260869565217,8.0,141.88235294117646,low_coverage,validation_required
RQ9 farm-level maintenance intervention intensity,Kentish Flats,30,2005-12,2005-12,6,2006-06,2005-12,turbine_commissioning_date_range,True,192,0,0,192,0,192,180,15.0,0,0.0,180,15.0,0,0.0,11,169,12,0,0.9375,2010-01,2025-02,10,0,10,5,6,0,0,10,0,0,5,0,0,True,5,9.5,0.0,9.5,0.0,0.5,0.6666666666666666,0.3333333333333333,,0.6666666666666666,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Kentish Flats Extension,15,2015-12,2015-12,6,2016-06,2015-12,turbine_commissioning_date_range,True,192,71,6,115,0,121,109,9.083333333333334,5,0.4166666666666667,104,8.666666666666666,0,0.0,4,105,12,0,0.9008264462809917,2015-12,2025-02,1,1,2,0,2,4,0,2,0,0,0,0,0,True,2,1.5,0.0,1.5,0.0,0.5,0.2201834862385321,0.0,0.0,0.23076923076923078,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Kincardine,5,2021-10,2021-10,6,2022-04,2021-10,turbine_commissioning_date_range,True,192,141,6,45,0,51,40,3.3333333333333335,6,0.5,34,2.8333333333333335,0,0.0,1,39,11,0,0.7843137254901961,2021-10,2025-02,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_signal_ambiguous,validation_required
RQ9 farm-level maintenance intervention intensity,Kriegers Flak,72,2021-09,2021-09,6,2022-03,2021-09,turbine_commissioning_date_range,True,192,140,6,46,0,52,41,3.4166666666666665,6,0.5,35,2.9166666666666665,0,0.0,32,9,11,0,0.7884615384615384,2021-09,2025-02,580,466,1046,620,17,140,4,1042,0,4,616,0,0,True,92,1046.0,4.0,1042.0,0.0,0.0,306.1463414634147,181.46341463414635,8.0,357.25714285714287,low_coverage,validation_required
RQ9 farm-level maintenance intervention intensity,Lillgrund,48,2007-12,2007-12,6,2008-06,2007-12,turbine_commissioning_date_range,True,192,0,0,192,0,192,180,15.0,0,0.0,180,15.0,0,0.0,133,47,12,0,0.9375,2010-01,2025-02,310,0,310,292,12,0,0,310,0,0,292,0,0,True,0,310.0,0.0,310.0,0.0,0.0,20.666666666666668,19.466666666666665,,20.666666666666668,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Lincs,75,2013-09,2013-09,6,2014-03,2013-09,turbine_commissioning_date_range,True,192,44,6,142,0,148,136,11.333333333333334,6,0.5,130,10.833333333333334,0,0.0,7,129,12,0,0.918918918918919,2013-09,2025-02,1,0,1,1,1,137,0,1,0,0,1,0,0,True,1,1.0,0.0,1.0,0.0,0.0,0.08823529411764705,0.08823529411764705,0.0,0.0923076923076923,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,London Array,175,2013-04,2013-04,6,2013-10,2013-04,turbine_commissioning_date_range,True,192,39,6,147,0,153,141,11.75,6,0.5,135,11.25,0,0.0,11,130,12,0,0.9215686274509803,2013-04,2025-02,1,0,1,1,1,310,0,1,0,0,1,0,0,True,0,1.0,0.0,1.0,0.0,0.0,0.0851063829787234,0.0851063829787234,0.0,0.08888888888888889,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Lynn,27,2009-03,2009-03,6,2009-09,2009-03,turbine_commissioning_date_range,True,192,0,0,192,0,192,180,15.0,0,0.0,180,15.0,0,0.0,16,164,12,0,0.9375,2010-01,2025-02,58,4,62,56,17,0,0,62,0,0,56,0,0,True,54,47.0,0.0,47.0,0.0,15.0,4.133333333333334,3.7333333333333334,,4.133333333333334,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Meerwind Sued/Ost,80,2014-12,2014-12,6,2015-06,2014-12,turbine_commissioning_date_range,True,192,59,6,127,0,133,121,10.083333333333334,6,0.5,115,9.583333333333334,0,0.0,65,56,12,0,0.9097744360902256,2014-12,2025-02,356,5,361,282,27,7,0,361,0,0,282,0,0,True,319,361.0,0.0,361.0,0.0,0.0,35.80165289256198,27.966942148760328,0.0,37.6695652173913,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Merkur Offshore,66,2019-06,2019-06,6,2019-12,2019-06,turbine_commissioning_date_range,True,192,113,6,73,0,79,68,5.666666666666667,6,0.5,62,5.166666666666667,0,0.0,51,17,11,0,0.8607594936708861,2019-06,2025-02,225,241,466,390,25,71,7,459,0,6,384,0,0,True,461,365.5,4.5,361.0,0.0,100.5,82.23529411764706,68.8235294117647,14.0,88.83870967741935,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Mermaid,28,2020-12,2020-12,6,2021-06,2020-12,turbine_commissioning_date_range,True,192,131,6,55,0,61,50,4.166666666666667,6,0.5,44,3.6666666666666665,0,0.0,6,44,11,0,0.819672131147541,2020-12,2025-02,0,1,1,0,1,0,0,1,0,0,0,0,0,True,1,1.0,0.0,1.0,0.0,0.0,0.24,0.0,0.0,0.27272727272727276,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Middelgrunden,20,2001-03,2001-03,6,2001-09,2001-03,turbine_commissioning_date_range,True,192,0,0,192,0,192,180,15.0,0,0.0,180,15.0,0,0.0,134,46,12,0,0.9375,2010-01,2025-02,140,0,140,125,33,0,0,140,0,0,125,0,0,True,0,140.0,0.0,140.0,0.0,0.0,9.333333333333334,8.333333333333334,,9.333333333333334,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Moray East,100,2022-04,2022-04,6,2022-10,2022-04,turbine_commissioning_date_range,True,192,147,6,39,0,45,34,2.8333333333333335,6,0.5,28,2.3333333333333335,0,0.0,3,31,11,0,0.7555555555555555,2022-04,2025-02,2,0,2,1,1,4,0,2,0,0,1,0,0,True,0,2.0,0.0,2.0,0.0,0.0,0.7058823529411764,0.3529411764705882,0.0,0.8571428571428571,low_signal_ambiguous,validation_required
RQ9 farm-level maintenance intervention intensity,Moray West,60,2025-04,2025-04,6,2025-10,2025-04,turbine_commissioning_date_range,True,192,183,6,3,0,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,9,0,0.0,,,0,0,0,0,0,10,0,0,0,0,0,0,0,True,0,0.0,0.0,0.0,0.0,0.0,,,,,low_coverage,insufficient_steady_coverage
RQ9 farm-level maintenance intervention intensity,Neart na Gaoithe,54,2025-07,2025-07,6,2026-01,2025-07,turbine_commissioning_date_range,True,192,186,6,0,0,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,6,0,0.0,,,0,0,0,0,0,13,0,0,0,0,0,0,0,True,0,0.0,0.0,0.0,0.0,0.0,,,,,low_coverage,insufficient_steady_coverage
RQ9 farm-level maintenance intervention intensity,Nissum Bredning,4,2018-03,2018-03,6,2018-09,2018-03,turbine_commissioning_date_range,True,192,98,6,88,0,94,83,6.916666666666667,6,0.5,77,6.416666666666667,0,0.0,83,0,11,0,0.8829787234042553,2018-03,2025-02,59,0,59,45,8,39,3,56,0,3,42,0,0,True,54,59.0,3.0,56.0,0.0,0.0,8.53012048192771,6.506024096385542,6.0,8.727272727272727,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Nobelwind,50,2017-05,2017-05,6,2017-11,2017-05,turbine_commissioning_date_range,True,192,88,6,98,0,104,93,7.75,6,0.5,87,7.25,0,0.0,13,80,11,0,0.8942307692307693,2017-05,2025-02,1,1,2,1,2,4,1,1,0,0,1,0,0,True,2,1.5,1.0,0.5,0.0,0.5,0.25806451612903225,0.12903225806451613,2.0,0.13793103448275862,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Nordergründe,18,2017-12,2017-12,6,2018-06,2017-12,turbine_commissioning_date_range,True,192,95,6,91,0,97,86,7.166666666666667,6,0.5,80,6.666666666666667,0,0.0,19,67,11,0,0.8865979381443299,2017-12,2025-02,59,0,59,35,5,5,0,59,0,0,35,0,0,True,0,59.0,0.0,59.0,0.0,0.0,8.232558139534884,4.883720930232558,0.0,8.85,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Nordsee One,54,2017-12,2017-12,6,2018-06,2017-12,turbine_commissioning_date_range,True,192,95,6,91,0,97,86,7.166666666666667,6,0.5,80,6.666666666666667,0,0.0,60,26,11,0,0.8865979381443299,2017-12,2025-02,133,2,135,94,14,10,0,135,0,0,94,0,0,True,31,135.0,0.0,135.0,0.0,0.0,18.83720930232558,13.116279069767442,0.0,20.25,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Nordsee Ost,48,2015-05,2015-05,6,2015-11,2015-05,turbine_commissioning_date_range,True,192,64,6,122,0,128,116,9.666666666666666,6,0.5,110,9.166666666666666,0,0.0,65,51,12,0,0.90625,2015-05,2025-02,292,23,315,265,38,6,0,315,0,0,265,0,0,True,298,291.5,0.0,291.5,0.0,23.5,32.58620689655173,27.413793103448278,0.0,34.36363636363637,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,North Hoyle,30,2004-06,2004-06,6,2004-12,2004-06,turbine_commissioning_date_range,True,192,0,0,192,0,192,180,15.0,0,0.0,180,15.0,0,0.0,19,161,12,0,0.9375,2010-01,2025-02,9,0,9,8,4,0,0,9,0,0,8,0,0,True,8,9.0,0.0,9.0,0.0,0.0,0.6,0.5333333333333333,,0.6,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Norther,44,2019-06,2019-06,6,2019-12,2019-06,turbine_commissioning_date_range,True,192,113,6,73,0,79,68,5.666666666666667,6,0.5,62,5.166666666666667,0,0.0,5,63,11,0,0.8607594936708861,2019-06,2025-02,0,0,0,0,0,4,0,0,0,0,0,0,0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_observed_zero,validation_required
RQ9 farm-level maintenance intervention intensity,Northwester 2,23,2020-05,2020-05,6,2020-11,2020-05,turbine_commissioning_date_range,True,192,124,6,62,0,68,57,4.75,6,0.5,51,4.25,0,0.0,6,51,11,0,0.8382352941176471,2020-05,2025-02,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_observed_zero,validation_required
RQ9 farm-level maintenance intervention intensity,Northwind,72,2014-06,2014-06,6,2014-12,2014-06,turbine_commissioning_date_range,True,192,53,6,133,0,139,127,10.583333333333334,6,0.5,121,10.083333333333334,0,0.0,13,114,12,0,0.9136690647482014,2014-06,2025-02,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_observed_zero,validation_required
RQ9 farm-level maintenance intervention intensity,Nysted,72,2003-12,2003-12,6,2004-06,2003-12,turbine_commissioning_date_range,True,192,0,0,192,0,192,180,15.0,0,0.0,180,15.0,0,0.0,126,54,12,0,0.9375,2010-01,2025-02,428,1,429,414,15,0,0,429,0,0,414,0,0,True,267,428.0,0.0,428.0,0.0,1.0,28.6,27.6,,28.6,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,OWF Egmond aan Zee,36,2007-01,2007-01,6,2007-07,2007-01,turbine_commissioning_date_range,True,192,0,0,192,0,192,180,15.0,0,0.0,180,15.0,0,0.0,28,152,12,0,0.9375,2010-01,2025-02,9,0,9,7,6,0,0,9,0,0,7,0,0,True,0,9.0,0.0,9.0,0.0,0.0,0.6,0.4666666666666667,,0.6,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,OWF Luchterduinen,43,2015-09,2015-09,6,2016-03,2015-09,turbine_commissioning_date_range,True,192,68,6,118,0,124,112,9.333333333333334,6,0.5,106,8.833333333333334,0,0.0,19,93,12,0,0.9032258064516129,2015-09,2025-02,2,0,2,1,2,0,0,2,0,0,1,0,0,True,2,2.0,0.0,2.0,0.0,0.0,0.21428571428571427,0.10714285714285714,0.0,0.22641509433962262,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,OWF Prinses Amalia,60,2008-07,2008-07,6,2009-01,2008-07,turbine_commissioning_date_range,True,192,0,0,192,0,192,180,15.0,0,0.0,180,15.0,0,0.0,32,148,12,0,0.9375,2010-01,2025-02,11,0,11,10,6,0,0,11,0,0,10,0,0,True,2,11.0,0.0,11.0,0.0,0.0,0.7333333333333333,0.6666666666666666,,0.7333333333333333,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Ormonde,30,2012-02,2012-02,6,2012-08,2012-02,turbine_commissioning_date_range,True,192,25,6,161,0,167,155,12.916666666666666,6,0.5,149,12.416666666666666,0,0.0,17,138,12,0,0.9281437125748503,2012-02,2025-02,24,1,25,21,10,0,22,3,0,19,2,0,0,True,16,25.0,22.0,3.0,0.0,0.0,1.935483870967742,1.6258064516129034,44.0,0.24161073825503357,high_observed_signal,commissioning_separate_module
RQ9 farm-level maintenance intervention intensity,Race Bank,91,2018-02,2018-02,6,2018-08,2018-02,turbine_commissioning_date_range,True,192,97,6,89,0,95,84,7.0,6,0.5,78,6.5,0,0.0,9,75,11,0,0.8842105263157894,2018-02,2025-02,6,0,6,3,6,19,0,6,0,0,3,0,0,True,0,6.0,0.0,6.0,0.0,0.0,0.8571428571428571,0.42857142857142855,0.0,0.9230769230769231,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Rampion,116,2018-11,2018-11,6,2019-05,2018-11,turbine_commissioning_date_range,True,192,106,6,80,0,86,75,6.25,6,0.5,69,5.75,0,0.0,0,75,11,0,0.872093023255814,2018-11,2025-02,0,0,0,0,0,13,0,0,0,0,0,0,0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_observed_zero,validation_required
RQ9 farm-level maintenance intervention intensity,Renland,8,2003-01,2003-01,6,2003-07,2003-01,turbine_commissioning_date_range,True,192,0,0,192,0,192,180,15.0,0,0.0,180,15.0,0,0.0,134,46,12,0,0.9375,2010-01,2025-02,3,23,26,24,21,0,0,26,0,0,24,0,0,True,26,26.0,0.0,26.0,0.0,0.0,1.7333333333333334,1.6,,1.7333333333333334,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Rentel,42,2018-12,2018-12,6,2019-06,2018-12,turbine_commissioning_date_range,True,192,107,6,79,0,85,74,6.166666666666667,6,0.5,68,5.666666666666667,0,0.0,7,67,11,0,0.8705882352941177,2018-12,2025-02,1,0,1,1,1,7,0,1,0,0,1,0,0,True,1,1.0,0.0,1.0,0.0,0.0,0.16216216216216214,0.16216216216216214,0.0,0.1764705882352941,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Rhyl Flats,25,2009-12,2009-12,6,2010-06,2009-12,turbine_commissioning_date_range,True,192,0,5,187,0,192,180,15.0,5,0.4166666666666667,175,14.583333333333334,0,0.0,18,162,12,0,0.9375,2010-01,2025-02,16,0,16,10,7,0,0,16,0,0,10,0,0,True,11,16.0,0.0,16.0,0.0,0.0,1.0666666666666667,0.6666666666666666,0.0,1.0971428571428572,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Riffgat,30,2014-03,2014-03,6,2014-09,2014-03,turbine_commissioning_date_range,True,192,50,6,136,0,142,130,10.833333333333334,6,0.5,124,10.333333333333334,0,0.0,18,112,12,0,0.9154929577464789,2014-03,2025-02,46,5,51,38,6,14,0,51,0,0,38,0,0,True,0,51.0,0.0,51.0,0.0,0.0,4.707692307692308,3.5076923076923077,0.0,4.935483870967742,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Robin Rigg West,60,2010-09,2010-09,6,2011-03,2010-09,turbine_commissioning_date_range,True,192,8,6,178,0,184,172,14.333333333333334,6,0.5,166,13.833333333333334,0,0.0,7,165,12,0,0.9347826086956522,2010-09,2025-02,12,0,12,9,5,0,0,12,0,0,9,0,0,True,0,12.0,0.0,12.0,0.0,0.0,0.8372093023255813,0.627906976744186,0.0,0.8674698795180723,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Rodsand II,90,2010-10,2010-10,6,2011-04,2010-10,turbine_commissioning_date_range,True,192,9,6,177,0,183,171,14.25,6,0.5,165,13.75,0,0.0,117,54,12,0,0.9344262295081968,2010-10,2025-02,655,2,657,621,21,79,8,649,0,7,614,0,0,True,299,656.0,8.0,648.0,0.0,1.0,46.10526315789474,43.578947368421055,16.0,47.2,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Saint-Brieuc,62,2024-05,2024-05,6,2024-11,2024-05,turbine_commissioning_date_range,True,192,172,6,14,0,20,9,0.75,6,0.5,3,0.25,0,0.0,0,9,11,0,0.45,2024-05,2025-02,0,0,0,0,0,2,0,0,0,0,0,0,0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_coverage,insufficient_steady_coverage
RQ9 farm-level maintenance intervention intensity,Saint-Nazaire,80,2022-11,2022-11,6,2023-05,2022-11,turbine_commissioning_date_range,True,192,154,6,32,0,38,27,2.25,6,0.5,21,1.75,0,0.0,1,26,11,0,0.7105263157894737,2022-11,2025-02,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_signal_ambiguous,validation_required
RQ9 farm-level maintenance intervention intensity,Samsa,10,2003-02,2003-02,6,2003-08,2003-02,turbine_commissioning_date_range,True,192,0,0,192,0,192,180,15.0,0,0.0,180,15.0,0,0.0,51,129,12,0,0.9375,2010-01,2025-02,103,0,103,87,11,0,0,103,0,0,87,0,0,True,0,103.0,0.0,103.0,0.0,0.0,6.866666666666666,5.8,,6.866666666666666,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Sandbank,72,2017-01,2017-01,6,2017-07,2017-01,turbine_commissioning_date_range,True,192,84,6,102,0,108,97,8.083333333333334,6,0.5,91,7.583333333333333,0,0.0,79,18,11,0,0.8981481481481481,2017-01,2025-02,284,19,303,261,35,2,14,289,0,13,248,0,0,True,0,303.0,14.0,289.0,0.0,0.0,37.48453608247422,32.28865979381443,28.0,38.10989010989011,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Scroby Sands,30,2004-12,2004-12,6,2005-06,2004-12,turbine_commissioning_date_range,True,192,0,0,192,0,192,180,15.0,0,0.0,180,15.0,0,0.0,21,159,12,0,0.9375,2010-01,2025-02,15,0,15,15,9,0,0,15,0,0,15,0,0,True,0,15.0,0.0,15.0,0.0,0.0,1.0,1.0,,1.0,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,SeaStar,30,2020-12,2020-12,6,2021-06,2020-12,turbine_commissioning_date_range,True,192,131,6,55,0,61,50,4.166666666666667,6,0.5,44,3.6666666666666665,0,0.0,6,44,11,0,0.819672131147541,2020-12,2025-02,0,1,1,1,1,1,0,1,0,0,1,0,0,True,1,1.0,0.0,1.0,0.0,0.0,0.24,0.24,0.0,0.27272727272727276,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Seagreen,114,2023-10,2023-10,6,2024-04,2023-10,turbine_commissioning_date_range,True,192,165,6,21,0,27,16,1.3333333333333333,6,0.5,10,0.8333333333333334,0,0.0,5,11,11,0,0.5925925925925926,2023-10,2025-02,5,3,8,3,2,2,0,8,0,0,3,0,0,True,0,8.0,0.0,8.0,0.0,0.0,6.0,2.25,0.0,9.6,low_coverage,insufficient_steady_coverage
RQ9 farm-level maintenance intervention intensity,Sheringham Shoal,88,2013-04,2013-04,6,2013-10,2013-04,turbine_commissioning_date_range,True,192,39,6,147,0,153,141,11.75,6,0.5,135,11.25,0,0.0,16,125,12,0,0.9215686274509803,2013-04,2025-02,7,1,8,7,5,143,0,8,0,0,7,0,0,True,0,8.0,0.0,8.0,0.0,0.0,0.6808510638297872,0.5957446808510638,0.0,0.7111111111111111,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Sprogo,7,2009-12,2009-12,6,2010-06,2009-12,turbine_commissioning_date_range,True,192,0,5,187,0,192,180,15.0,5,0.4166666666666667,175,14.583333333333334,0,0.0,99,81,12,0,0.9375,2010-01,2025-02,14,1,15,12,7,0,0,15,0,0,12,0,0,True,0,15.0,0.0,15.0,0.0,0.0,1.0,0.8,0.0,1.0285714285714285,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Teesside,27,2014-04,2014-04,6,2014-10,2014-04,turbine_commissioning_date_range,True,192,51,6,135,0,141,129,10.75,6,0.5,123,10.25,0,0.0,13,116,12,0,0.9148936170212766,2014-04,2025-02,0,0,0,0,0,28,0,0,0,0,0,0,0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_observed_zero,validation_required
RQ9 farm-level maintenance intervention intensity,Thanet,100,2010-09,2010-09,6,2011-03,2010-09,turbine_commissioning_date_range,True,192,8,6,178,0,184,172,14.333333333333334,6,0.5,166,13.833333333333334,0,0.0,20,152,12,0,0.9347826086956522,2010-09,2025-02,27,0,27,21,14,1,0,27,0,0,21,0,0,True,0,27.0,0.0,27.0,0.0,0.0,1.8837209302325582,1.4651162790697674,0.0,1.9518072289156625,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Thornton Bank - phase I,6,2009-05,2009-05,6,2009-11,2009-05,turbine_commissioning_date_range,True,192,0,0,192,0,192,180,15.0,0,0.0,180,15.0,0,0.0,23,157,12,0,0.9375,2010-01,2025-02,21,0,21,18,8,0,0,21,0,0,18,0,0,True,21,21.0,0.0,21.0,0.0,0.0,1.4,1.2,,1.4,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Thornton Bank - phase II and III,48,2013-09,2013-09,6,2014-03,2013-09,turbine_commissioning_date_range,True,192,44,6,142,0,148,136,11.333333333333334,6,0.5,130,10.833333333333334,0,0.0,11,125,12,0,0.918918918918919,2013-09,2025-02,2,0,2,0,2,69,0,2,0,0,0,0,0,True,2,2.0,0.0,2.0,0.0,0.0,0.1764705882352941,0.0,0.0,0.1846153846153846,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Trianel Windpark Borkum 1,40,2015-09,2015-09,6,2016-03,2015-09,turbine_commissioning_date_range,True,192,68,6,118,0,124,112,9.333333333333334,6,0.5,106,8.833333333333334,0,0.0,68,44,12,0,0.9032258064516129,2015-09,2025-02,92,31,123,89,28,2,0,123,0,0,89,0,0,True,114,105.5,0.0,105.5,0.0,17.5,13.178571428571427,9.535714285714285,0.0,13.924528301886792,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Trianel Windpark Borkum 2,32,2020-07,2020-07,6,2021-01,2020-07,turbine_commissioning_date_range,True,192,126,6,60,0,66,55,4.583333333333333,6,0.5,49,4.083333333333333,0,0.0,43,12,11,0,0.8333333333333334,2020-07,2025-02,127,13,140,105,18,22,0,140,0,0,105,0,0,True,129,123.0,0.0,123.0,0.0,17.0,30.545454545454547,22.90909090909091,0.0,34.285714285714285,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Triton Knoll,90,2022-04,2022-04,6,2022-10,2022-04,turbine_commissioning_date_range,True,192,147,6,39,0,45,34,2.8333333333333335,6,0.5,28,2.3333333333333335,0,0.0,7,27,11,0,0.7555555555555555,2022-04,2025-02,10,1,11,8,5,1,0,11,0,0,8,0,0,True,0,11.0,0.0,11.0,0.0,0.0,3.8823529411764706,2.8235294117647056,0.0,4.714285714285714,low_coverage,validation_required
RQ9 farm-level maintenance intervention intensity,Tunm Knob,10,1995-05,1995-05,6,1995-11,1995-05,turbine_commissioning_date_range,True,192,0,0,192,0,192,180,15.0,0,0.0,180,15.0,0,0.0,41,139,12,0,0.9375,2010-01,2025-02,34,0,34,31,1,0,0,34,0,0,31,0,0,True,0,34.0,0.0,34.0,0.0,0.0,2.2666666666666666,2.066666666666667,,2.2666666666666666,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Veja Mate,67,2017-05,2017-05,6,2017-11,2017-05,turbine_commissioning_date_range,True,192,88,6,98,0,104,93,7.75,6,0.5,87,7.25,0,0.0,40,53,11,0,0.8942307692307693,2017-05,2025-02,53,10,63,52,13,1,5,58,0,1,51,0,0,True,54,63.0,5.0,58.0,0.0,0.0,8.129032258064516,6.709677419354839,10.0,8.0,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Vesterhav Nord,21,2024-03,2024-03,6,2024-09,2024-03,turbine_commissioning_date_range,True,192,170,6,16,0,22,11,0.9166666666666666,6,0.5,5,0.4166666666666667,0,0.0,11,0,11,0,0.5,2024-03,2025-02,190,2,192,175,12,30,141,51,0,126,49,0,0,True,0,192.0,141.0,51.0,0.0,0.0,209.45454545454547,190.9090909090909,282.0,122.39999999999999,low_coverage,insufficient_steady_coverage
RQ9 farm-level maintenance intervention intensity,Vesterhav Syd,20,2024-03,2024-03,6,2024-09,2024-03,turbine_commissioning_date_range,True,192,170,6,16,0,22,11,0.9166666666666666,6,0.5,5,0.4166666666666667,0,0.0,11,0,11,0,0.5,2024-03,2025-02,207,0,207,198,8,32,149,58,0,142,56,0,0,True,0,207.0,149.0,58.0,0.0,0.0,225.81818181818184,216.0,298.0,139.2,low_coverage,insufficient_steady_coverage
RQ9 farm-level maintenance intervention intensity,Walney 1,51,2011-07,2011-07,6,2012-01,2011-07,turbine_commissioning_date_range,True,192,18,6,168,0,174,162,13.5,6,0.5,156,13.0,0,0.0,17,145,12,0,0.9310344827586207,2011-07,2025-02,20,0,20,20,11,0,0,20,0,0,20,0,0,True,18,20.0,0.0,20.0,0.0,0.0,1.4814814814814814,1.4814814814814814,0.0,1.5384615384615385,high_observed_signal,steady_operational_only
RQ9 farm-level maintenance intervention intensity,Walney 2,51,2012-06,2012-06,6,2012-12,2012-06,turbine_commissioning_date_range,True,192,29,6,157,0,163,151,12.583333333333334,6,0.5,145,12.083333333333334,0,0.0,13,138,12,0,0.9263803680981595,2012-06,2025-02,7,0,7,6,7,28,5,2,0,5,1,0,0,True,7,7.0,5.0,2.0,0.0,0.0,0.5562913907284768,0.4768211920529801,10.0,0.16551724137931034,high_observed_signal,commissioning_separate_module
