analysis_label,subset,rows,duplicate_dwell_id_count,farm_count,mmsi_count,dwell_tier_distribution,year_min,year_max,year_distribution,month_min,month_max,month_distribution,active_hs_mean_min,active_hs_mean_median,active_hs_mean_max,active_tp_mean_min,active_tp_mean_median,active_tp_mean_max
Provisional NORA3-derived Tier A wave-only observed operational envelope,primary_tier_a,13574,0,105,976,{'Tier A': 13574},2010,2025,"{'2024': 8627, '2012': 1152, '2025': 1006, '2017': 422, '2018': 396, '2023': 348, '2021': 333, '2022': 331, '2019': 307, '2020': 267, '2010': 206, '2011': 149, '2016': 30}",1,12,"{'5': 1723, '8': 1693, '9': 1655, '6': 1569, '7': 1514, '4': 1117, '3': 1109, '10': 967, '2': 686, '12': 654, '1': 586, '11': 301}",0.022442135959863663,0.5788190323232323,4.995802879333496,1.8260109424591064,4.282095194329834,18.805078506469727
