analysis_label,subset,tp_bin,count,hs_p50,hs_p75,hs_p90,hs_p95,hs_min,hs_max
Provisional NORA3-derived Tier A wave-only observed operational envelope,sensitivity_all_tiers,"(0, 3]",11107,0.15357008907530043,0.24779729542772977,0.33057603460540774,0.37441761999999984,0.021075536,0.6005787253379822
Provisional NORA3-derived Tier A wave-only observed operational envelope,sensitivity_all_tiers,"(3, 4]",11187,0.4687364101409912,0.6087900759088898,0.7300702166666667,0.798607841119873,0.027800215,1.0904392004013062
Provisional NORA3-derived Tier A wave-only observed operational envelope,sensitivity_all_tiers,"(4, 5]",8843,0.7818886714285715,0.9509591842987715,1.1034853,1.1849592570863343,0.037339482,1.7382380999999998
Provisional NORA3-derived Tier A wave-only observed operational envelope,sensitivity_all_tiers,"(5, 6]",5642,0.7957232227777777,1.1560833633651733,1.415680472471619,1.5673003464474369,0.04755070028571429,2.31561765
Provisional NORA3-derived Tier A wave-only observed operational envelope,sensitivity_all_tiers,"(6, 7]",3654,0.8334896564483643,1.1863322196428572,1.6964737415313722,1.9355017159685057,0.041935634,3.035937786102295
Provisional NORA3-derived Tier A wave-only observed operational envelope,sensitivity_all_tiers,"(7, 8]",1648,0.92036192,1.3342723293661392,1.8588089842736817,2.0916373855989536,0.1293416511764706,3.1647112369537354
Provisional NORA3-derived Tier A wave-only observed operational envelope,sensitivity_all_tiers,"(8, 10]",1307,0.7393339616666667,1.1819637475097657,1.5632686345996094,2.0451153896499634,0.084992786,3.757173183333333
Provisional NORA3-derived Tier A wave-only observed operational envelope,sensitivity_all_tiers,"(10, 15]",957,0.6840501733333334,0.9416275884615384,1.2835606778460693,1.4572634696960438,0.06110365688800812,5.819206714630127
