analysis_label,subset,rows,duplicate_dwell_id_count,farm_count,mmsi_count,dwell_tier_distribution,year_min,year_max,year_distribution,month_min,month_max,month_distribution,active_hs_mean_min,active_hs_mean_median,active_hs_mean_max,active_tp_mean_min,active_tp_mean_median,active_tp_mean_max
Provisional NORA3-derived Tier A wave-only observed operational envelope,sensitivity_all_tiers,44377,0,113,3835,"{'Tier D': 26948, 'Tier A': 13574, 'Tier C': 2017, 'Tier B': 1838}",2010,2025,"{'2024': 27619, '2012': 3238, '2025': 3230, '2018': 1520, '2022': 1480, '2017': 1457, '2021': 1343, '2023': 1216, '2019': 1148, '2020': 959, '2010': 571, '2011': 504, '2016': 92}",1,12,"{'9': 5563, '5': 5501, '8': 5424, '6': 5237, '7': 5137, '4': 3337, '3': 3248, '10': 3232, '2': 2295, '12': 2204, '1': 2110, '11': 1089}",0.021075536,0.49156758,5.819206714630127,1.8260109424591064,3.9794540405273438,18.805078506469727
