scenario,scenario_label,farm_id,farm_commissioning_start_month,farm_commissioning_end_month,steady_operational_start_month,ramp_up_months,observed_years,commissioning_observed_years,steady_observed_years,coverage_share,commissioning_candidate_count,steady_candidate_count,commissioning_intervention_intensity_per_farm_year,steady_intervention_intensity_per_farm_year,confidence_class,recommended_simulator_use,notes
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,Thornton Bank - phase I,2009-05,2009-05,2009-05,0,15.0,0.0,15.0,0.9375,0,21,,1.4,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,Thornton Bank - phase II and III,2013-09,2013-09,2013-09,0,11.333333333333334,0.0,11.333333333333334,0.918918918918919,0,2,,0.1764705882352941,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,Trianel Windpark Borkum 1,2015-09,2015-09,2015-09,0,9.333333333333334,0.0,9.333333333333334,0.9032258064516129,0,123,,13.178571428571427,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,Trianel Windpark Borkum 2,2020-07,2020-07,2020-07,0,4.583333333333333,0.0,4.583333333333333,0.8333333333333334,0,140,,30.545454545454547,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,Triton Knoll,2022-04,2022-04,2022-04,0,2.8333333333333335,0.0,2.8333333333333335,0.7555555555555555,0,11,,3.8823529411764706,low_coverage,validation_required,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,Tunm Knob,1995-05,1995-05,1995-05,0,15.0,0.0,15.0,0.9375,0,34,,2.2666666666666666,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,Veja Mate,2017-05,2017-05,2017-05,0,7.75,0.0,7.75,0.8942307692307693,0,63,,8.129032258064516,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,Vesterhav Nord,2024-03,2024-03,2024-03,0,0.9166666666666666,0.0,0.9166666666666666,0.5,0,192,,209.45454545454547,low_coverage,insufficient_steady_coverage,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,Vesterhav Syd,2024-03,2024-03,2024-03,0,0.9166666666666666,0.0,0.9166666666666666,0.5,0,207,,225.81818181818184,low_coverage,insufficient_steady_coverage,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,Walney 1,2011-07,2011-07,2011-07,0,13.5,0.0,13.5,0.9310344827586207,0,20,,1.4814814814814814,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,Walney 2,2012-06,2012-06,2012-06,0,12.583333333333334,0.0,12.583333333333334,0.9263803680981595,0,7,,0.5562913907284768,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,Walney Extension 3,2018-09,2018-09,2018-09,0,6.416666666666667,0.0,6.416666666666667,0.875,0,0,,0.0,high_observed_zero,validation_required,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,Walney Extension 4,2018-09,2018-09,2018-09,0,6.416666666666667,0.0,6.416666666666667,0.875,0,0,,0.0,high_observed_zero,validation_required,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,West of Duddon Sands,2014-10,2014-10,2014-10,0,10.25,0.0,10.25,0.9111111111111111,0,2,,0.1951219512195122,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,Westermost Rough,2015-05,2015-05,2015-05,0,9.666666666666666,0.0,9.666666666666666,0.90625,0,6,,0.6206896551724138,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_0_months,Steady operational starts 0 months after latest turbine commissioning month,Wikinger,2018-10,2018-10,2018-10,0,6.333333333333333,0.0,6.333333333333333,0.8735632183908046,0,779,,123.0,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Aberdeen Offshore Wind Farm,2018-09,2018-09,2019-03,6,6.416666666666667,0.5,5.916666666666667,0.875,0,1,0.0,0.16901408450704225,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Albatros,2020-01,2020-01,2020-07,6,5.083333333333333,0.5,4.583333333333333,0.8472222222222222,3,54,6.0,11.781818181818183,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Alpha Ventus,2010-04,2010-04,2010-10,6,14.75,0.5,14.25,0.9365079365079365,6,296,12.0,20.771929824561404,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Amrumbank West,2015-10,2015-10,2016-04,6,9.25,0.5,8.75,0.9024390243902439,0,362,0.0,41.371428571428574,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Anholt,2013-09,2013-09,2014-03,6,11.333333333333334,0.5,10.833333333333334,0.918918918918919,0,792,0.0,73.1076923076923,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Arcadis Ost 1,2023-12,2023-12,2024-06,6,1.1666666666666667,0.5,0.6666666666666666,0.56,75,182,150.0,273.0,low_coverage,insufficient_steady_coverage,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Arkona-Becken Südost,2019-01,2019-01,2019-07,6,6.083333333333333,0.5,5.583333333333333,0.8690476190476191,9,398,18.0,71.28358208955224,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Avedøre Holme,2011-12,2011-12,2012-06,6,13.083333333333334,0.5,12.583333333333334,0.9289940828402367,0,2,0.0,0.15894039735099336,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Baltic Eagle,2025-07,2025-07,2026-01,6,0.0,0.0,0.0,0.0,0,0,,,low_coverage,insufficient_steady_coverage,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Bard Offshore 1,2013-09,2013-09,2014-03,6,11.333333333333334,0.5,10.833333333333334,0.918918918918919,0,103,0.0,9.507692307692308,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Barrow,2006-09,2006-09,2007-03,6,15.0,0.0,15.0,0.9375,0,6,,0.4,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Beatrice Offshore Wind Farm,2009-05,2009-05,2009-11,6,15.0,0.0,15.0,0.9375,0,4,,0.26666666666666666,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Belwind phase 1,2010-12,2010-12,2011-06,6,14.083333333333334,0.5,13.583333333333334,0.9337016574585635,0,6,0.0,0.44171779141104295,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Blyth Demo Phase 1,2018-06,2018-06,2018-12,6,6.666666666666667,0.5,6.166666666666667,0.8791208791208791,0,0,0.0,0.0,high_observed_zero,validation_required,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Borkum Riffgrund 1,2015-10,2015-10,2016-04,6,9.25,0.5,8.75,0.9024390243902439,0,171,0.0,19.542857142857144,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Borkum Riffgrund 2,2018-12,2018-12,2019-06,6,6.166666666666667,0.5,5.666666666666667,0.8705882352941177,1,181,2.0,31.941176470588232,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Borssele Kavel I and II,2020-11,2020-11,2021-05,6,4.25,0.5,3.75,0.8225806451612904,0,1,0.0,0.26666666666666666,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Borssele Kavel III and IV,2021-01,2021-01,2021-07,6,4.083333333333333,0.5,3.5833333333333335,0.8166666666666667,0,3,0.0,0.8372093023255813,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Burbo Bank,2007-10,2007-10,2008-04,6,15.0,0.0,15.0,0.9375,0,12,,0.8,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Burbo Bank Extension,2017-04,2017-04,2017-10,6,7.833333333333333,0.5,7.333333333333333,0.8952380952380953,0,0,0.0,0.0,high_observed_zero,validation_required,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Butendiek,2015-08,2015-08,2016-02,6,9.416666666666666,0.5,8.916666666666666,0.904,0,480,0.0,53.831775700934585,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Dan Tysk,2015-04,2015-04,2015-10,6,9.75,0.5,9.25,0.9069767441860465,0,481,0.0,52.0,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Deutsche Bucht,2019-09,2019-09,2020-03,6,5.416666666666667,0.5,4.916666666666667,0.8552631578947368,1,54,2.0,10.983050847457626,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Dudgeon,2017-10,2017-10,2018-04,6,7.333333333333333,0.5,6.833333333333333,0.8888888888888888,2,6,4.0,0.8780487804878049,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,East Anglia One,2020-07,2020-07,2021-01,6,4.583333333333333,0.5,4.083333333333333,0.8333333333333334,0,2,0.0,0.489795918367347,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,EnBW Hohe See,2019-11,2019-11,2020-05,6,5.25,0.5,4.75,0.8513513513513513,2,102,4.0,21.473684210526315,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,EnBW Windpark Baltic 1,2011-05,2011-05,2011-11,6,13.666666666666666,0.5,13.166666666666666,0.9318181818181818,15,247,30.0,18.759493670886076,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,EnBW Windpark Baltic 2,2015-10,2015-10,2016-04,6,9.25,0.5,8.75,0.9024390243902439,0,637,0.0,72.8,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Frederikshavn Offshore,2003-06,2003-06,2003-12,6,15.0,0.0,15.0,0.9375,0,48,,3.2,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Fécamp,2024-05,2024-05,2024-11,6,0.75,0.5,0.25,0.45,0,0,0.0,0.0,low_coverage,insufficient_steady_coverage,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Galloper,2018-04,2018-04,2018-10,6,6.833333333333333,0.5,6.333333333333333,0.8817204301075269,0,1,0.0,0.15789473684210528,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Gemini,2017-04,2017-04,2017-10,6,7.833333333333333,0.5,7.333333333333333,0.8952380952380953,2,36,4.0,4.909090909090909,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Global Tech I,2015-09,2015-09,2016-03,6,9.333333333333334,0.5,8.833333333333334,0.9032258064516129,0,166,0.0,18.79245283018868,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Gode Wind 1 and 2,2016-09,2016-09,2017-03,6,8.416666666666666,0.5,7.916666666666667,0.9017857142857143,0,324,0.0,40.92631578947368,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Gode Wind 3,2025-02,2025-02,2025-08,6,0.08333333333333333,0.08333333333333333,0.0,0.09090909090909091,3,0,36.0,,low_coverage,insufficient_steady_coverage,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Greater Gabbard,2013-08,2013-08,2014-02,6,11.416666666666666,0.5,10.916666666666666,0.9194630872483222,0,8,0.0,0.732824427480916,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Gunfleet Sands,2010-06,2010-06,2010-12,6,14.583333333333334,0.5,14.083333333333334,0.9358288770053476,0,22,0.0,1.5621301775147929,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Gwynt y Mor,2015-06,2015-06,2015-12,6,9.583333333333334,0.5,9.083333333333334,0.905511811023622,0,3,0.0,0.33027522935779813,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Hollandse Kust Noord,2023-12,2023-12,2024-06,6,1.1666666666666667,0.5,0.6666666666666666,0.56,0,7,0.0,10.5,low_coverage,insufficient_steady_coverage,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Hollandse Kust Zuid,2024-12,2024-12,2025-06,6,0.25,0.25,0.0,0.23076923076923078,0,0,0.0,,low_coverage,insufficient_steady_coverage,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Horns Rev I,2002-12,2002-12,2003-06,6,15.0,0.0,15.0,0.9375,0,587,,39.13333333333333,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Horns Rev II,2010-01,2010-01,2010-07,6,15.0,0.5,14.5,0.9375,7,532,14.0,36.689655172413794,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Horns Rev III,2019-08,2019-08,2020-02,6,5.5,0.5,5.0,0.8571428571428571,14,440,28.0,88.0,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Hornsea Project 1,2019-12,2019-12,2020-06,6,5.166666666666667,0.5,4.666666666666667,0.8493150684931506,4,29,8.0,6.2142857142857135,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Hornsea Project 2,2022-08,2022-08,2023-02,6,2.5,0.5,2.0,0.7317073170731707,3,27,6.0,13.5,low_coverage,validation_required,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Humber Gateway,2015-05,2015-05,2015-11,6,9.666666666666666,0.5,9.166666666666666,0.90625,0,5,0.0,0.5454545454545455,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Hywind Scotland Pilot Park,2017-10,2017-10,2018-04,6,7.333333333333333,0.5,6.833333333333333,0.8888888888888888,0,7,0.0,1.024390243902439,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Inner Dowsing,2009-03,2009-03,2009-09,6,15.0,0.0,15.0,0.9375,0,55,,3.6666666666666665,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Kaskasi,2023-03,2023-03,2023-09,6,1.9166666666666667,0.5,1.4166666666666667,0.6764705882352942,4,201,8.0,141.88235294117646,low_coverage,validation_required,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Kentish Flats,2005-12,2005-12,2006-06,6,15.0,0.0,15.0,0.9375,0,10,,0.6666666666666666,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Kentish Flats Extension,2015-12,2015-12,2016-06,6,9.083333333333334,0.4166666666666667,8.666666666666666,0.9008264462809917,0,2,0.0,0.23076923076923078,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Kincardine,2021-10,2021-10,2022-04,6,3.3333333333333335,0.5,2.8333333333333335,0.7843137254901961,0,0,0.0,0.0,low_signal_ambiguous,validation_required,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Kriegers Flak,2021-09,2021-09,2022-03,6,3.4166666666666665,0.5,2.9166666666666665,0.7884615384615384,4,1042,8.0,357.25714285714287,low_coverage,validation_required,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Lillgrund,2007-12,2007-12,2008-06,6,15.0,0.0,15.0,0.9375,0,310,,20.666666666666668,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Lincs,2013-09,2013-09,2014-03,6,11.333333333333334,0.5,10.833333333333334,0.918918918918919,0,1,0.0,0.0923076923076923,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,London Array,2013-04,2013-04,2013-10,6,11.75,0.5,11.25,0.9215686274509803,0,1,0.0,0.08888888888888889,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Lynn,2009-03,2009-03,2009-09,6,15.0,0.0,15.0,0.9375,0,62,,4.133333333333334,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Meerwind Sued/Ost,2014-12,2014-12,2015-06,6,10.083333333333334,0.5,9.583333333333334,0.9097744360902256,0,361,0.0,37.6695652173913,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Merkur Offshore,2019-06,2019-06,2019-12,6,5.666666666666667,0.5,5.166666666666667,0.8607594936708861,7,459,14.0,88.83870967741935,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Mermaid,2020-12,2020-12,2021-06,6,4.166666666666667,0.5,3.6666666666666665,0.819672131147541,0,1,0.0,0.27272727272727276,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Middelgrunden,2001-03,2001-03,2001-09,6,15.0,0.0,15.0,0.9375,0,140,,9.333333333333334,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Moray East,2022-04,2022-04,2022-10,6,2.8333333333333335,0.5,2.3333333333333335,0.7555555555555555,0,2,0.0,0.8571428571428571,low_signal_ambiguous,validation_required,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Moray West,2025-04,2025-04,2025-10,6,0.0,0.0,0.0,0.0,0,0,,,low_coverage,insufficient_steady_coverage,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Neart na Gaoithe,2025-07,2025-07,2026-01,6,0.0,0.0,0.0,0.0,0,0,,,low_coverage,insufficient_steady_coverage,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Nissum Bredning,2018-03,2018-03,2018-09,6,6.916666666666667,0.5,6.416666666666667,0.8829787234042553,3,56,6.0,8.727272727272727,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Nobelwind,2017-05,2017-05,2017-11,6,7.75,0.5,7.25,0.8942307692307693,1,1,2.0,0.13793103448275862,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Nordergründe,2017-12,2017-12,2018-06,6,7.166666666666667,0.5,6.666666666666667,0.8865979381443299,0,59,0.0,8.85,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Nordsee One,2017-12,2017-12,2018-06,6,7.166666666666667,0.5,6.666666666666667,0.8865979381443299,0,135,0.0,20.25,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Nordsee Ost,2015-05,2015-05,2015-11,6,9.666666666666666,0.5,9.166666666666666,0.90625,0,315,0.0,34.36363636363637,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,North Hoyle,2004-06,2004-06,2004-12,6,15.0,0.0,15.0,0.9375,0,9,,0.6,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Norther,2019-06,2019-06,2019-12,6,5.666666666666667,0.5,5.166666666666667,0.8607594936708861,0,0,0.0,0.0,high_observed_zero,validation_required,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Northwester 2,2020-05,2020-05,2020-11,6,4.75,0.5,4.25,0.8382352941176471,0,0,0.0,0.0,high_observed_zero,validation_required,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Northwind,2014-06,2014-06,2014-12,6,10.583333333333334,0.5,10.083333333333334,0.9136690647482014,0,0,0.0,0.0,high_observed_zero,validation_required,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Nysted,2003-12,2003-12,2004-06,6,15.0,0.0,15.0,0.9375,0,429,,28.6,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,OWF Egmond aan Zee,2007-01,2007-01,2007-07,6,15.0,0.0,15.0,0.9375,0,9,,0.6,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,OWF Luchterduinen,2015-09,2015-09,2016-03,6,9.333333333333334,0.5,8.833333333333334,0.9032258064516129,0,2,0.0,0.22641509433962262,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,OWF Prinses Amalia,2008-07,2008-07,2009-01,6,15.0,0.0,15.0,0.9375,0,11,,0.7333333333333333,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Ormonde,2012-02,2012-02,2012-08,6,12.916666666666666,0.5,12.416666666666666,0.9281437125748503,22,3,44.0,0.24161073825503357,high_observed_signal,commissioning_separate_module,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Race Bank,2018-02,2018-02,2018-08,6,7.0,0.5,6.5,0.8842105263157894,0,6,0.0,0.9230769230769231,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Rampion,2018-11,2018-11,2019-05,6,6.25,0.5,5.75,0.872093023255814,0,0,0.0,0.0,high_observed_zero,validation_required,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Renland,2003-01,2003-01,2003-07,6,15.0,0.0,15.0,0.9375,0,26,,1.7333333333333334,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
ramp_up_6_months,Steady operational starts 6 months after latest turbine commissioning month,Rentel,2018-12,2018-12,2019-06,6,6.166666666666667,0.5,5.666666666666667,0.8705882352941177,0,1,0.0,0.1764705882352941,high_observed_signal,steady_operational_only,Read-only ramp-up sensitivity from existing manifest and dwell tables.
