farm_id,wind_farm,sea_basin,country,turbine_count,observed_steady_turbine_years,observed_steady_months,steady_manifest_months,success_steady_months,success_no_ais_in_bbox_steady_months,skipped_missing_source_steady_months,farm_centroid_latitude,farm_centroid_longitude,mean_water_depth_m,steady_coverage_share,success_no_ais_share_of_observed,skipped_missing_source_share_of_manifest,zero_event_turbine_share_high_confidence,high_confidence_event_count,high_confidence_adjusted_event_count,high_medium_event_count,high_medium_adjusted_event_count,high_coverage_zero_event_turbine_share,tier_a_steady_event_count,tier_a_high_assignment_count,tier_a_high_medium_assignment_count,median_distance_to_turbine_m,tier_a_high_assignment_share,tier_a_high_medium_assignment_share,high_confidence_unique_mmsi,high_confidence_median_duration_min,high_confidence_p90_duration_min,high_confidence_top5_mmsi_share,all_dwell_event_count,all_dwell_unique_mmsi,all_dwell_top5_mmsi_share,all_dwell_median_duration_min,all_dwell_share_le_60min,all_dwell_share_le_120min,tier_a_all_dwell_count,tier_b_all_dwell_count,tier_a_share_all_dwell,primary_intervention_intensity_per_steady_turbine_year,sensitivity_intervention_intensity_per_steady_turbine_year,direct_receiver_metadata_available,offshore_or_receiver_distance_available,observability_control_note
Nysted,Nysted,Baltic,Denmark,72,1080.0,12960,13824,9072,3888,864,54.54728194444445,11.713477777777776,7.053714956944444,0.9375,0.3,0.0625,0.2361111111111111,186,186.0,425,424.5,0.2361111111111111,428.0,186.0,425.0,219.29719919029614,0.43457943925233644,0.9929906542056075,11.0,501.4,549.025,0.967741935483871,1095.0,70.0,0.869406392694064,224.81666666666666,0.06940639269406393,0.3634703196347032,428.0,1.0,0.3908675799086758,0.17222222222222222,0.39305555555555555,False,False,proxy_controls_only
Anholt,Anholt,Baltic,Denmark,111,1202.5,14430,15762,9879,4551,1332,56.60108828828829,11.21661081081081,16.270825324324324,0.9154929577464789,0.3153846153846154,0.08450704225352113,0.1891891891891892,199,199.0,531,531.0,0.1891891891891892,780.0,199.0,531.0,366.462353688334,0.2551282051282051,0.6807692307692308,11.0,510.75,566.5,0.964824120603015,1008.0,113.0,0.7569444444444444,509.4166666666667,0.04662698412698413,0.10119047619047619,861.0,19.0,0.8541666666666666,0.1654885654885655,0.4415800415800416,False,False,proxy_controls_only
Sprogo,Sprogo,Baltic,Denmark,7,102.08333333333334,1225,1309,679,546,84,55.3437,10.960357142857143,10.382956485714285,0.9358288770053476,0.44571428571428573,0.06417112299465241,0.2857142857142857,6,6.0,7,7.0,0.2857142857142857,14.0,6.0,7.0,386.97675210409034,0.42857142857142855,0.5,5.0,563.425,1113.0916666666667,1.0,124.0,66.0,0.41935483870967744,203.575,0.1532258064516129,0.3387096774193548,14.0,1.0,0.11290322580645161,0.05877551020408163,0.06857142857142856,False,False,proxy_controls_only
Avedøre Holme,Avedøre Holme,Baltic,Denmark,3,37.75,453,489,315,138,36,55.60229999999999,12.461233333333332,1.2352836333333332,0.9263803680981595,0.304635761589404,0.0736196319018405,0.6666666666666666,1,1.0,1,1.0,0.6666666666666666,1.0,1.0,1.0,60.07112211629392,1.0,1.0,1.0,80.93333333333334,80.93333333333334,1.0,4506.0,490.0,0.4518419884598313,161.0,0.0692410119840213,0.39369729249889035,3.0,1.0,0.0006657789613848203,0.026490066225165563,0.026490066225165563,False,False,proxy_controls_only
Middelgrunden,Middelgrunden,Baltic,Denmark,20,300.0,3600,3840,2680,920,240,55.691425,12.669875,4.965018115,0.9375,0.25555555555555554,0.0625,0.65,7,7.0,17,17.0,0.65,140.0,7.0,17.0,1810.8131083938858,0.05,0.12142857142857143,4.0,375.1333333333333,1156.4500000000003,1.0,15023.0,2133.0,0.12587366038740597,611.0666666666667,0.07808027690873993,0.20182387006589894,140.0,0.0,0.009319044132330426,0.023333333333333334,0.056666666666666664,False,False,low_tier_a_high_assignment_share
Frederikshavn Offshore,Frederikshavn Offshore,Baltic,Denmark,4,60.0,720,768,536,184,48,57.444775,10.5605,0.0,0.9375,0.25555555555555554,0.0625,1.0,0,0.0,1,1.0,1.0,18.0,0.0,1.0,901.8577367336634,0.0,0.05555555555555555,,,,,11017.0,1496.0,0.24589271126440954,561.2666666666667,0.12081328855405282,0.2556957429427249,18.0,30.0,0.0016338386130525552,0.0,0.016666666666666666,False,False,low_tier_a_high_assignment_share
Baltic Eagle,Baltic Eagle,Baltic,Germany,50,0.0,0,0,0,0,0,54.83001599999999,13.858736,43.073790259999996,,,,1.0,0,0.0,0,0.0,,0.0,0.0,0.0,,,,,,,,1792.0,131.0,0.42689732142857145,469.48333333333335,0.044642857142857144,0.12276785714285714,1112.0,123.0,0.6205357142857143,,,False,False,low_source_status_coverage
Vesterhav Syd,Vesterhav Syd,North Sea,Denmark,20,8.333333333333334,100,320,100,0,220,56.078700000000005,7.95346,22.13435805,0.3125,0.0,0.6875,0.2,32,32.0,57,57.0,,58.0,32.0,57.0,188.2774654788455,0.5517241379310345,0.9827586206896551,2.0,520.9333333333334,598.2366666666667,1.0,426.0,75.0,0.5774647887323944,450.9083333333333,0.051643192488262914,0.14788732394366197,239.0,0.0,0.5610328638497653,3.84,6.84,False,False,low_source_status_coverage
Vesterhav Nord,Vesterhav Nord,North Sea,Denmark,21,8.75,105,336,105,0,231,56.59288571428572,8.025671428571428,22.514156857142858,0.3125,0.0,0.6875,0.6666666666666666,10,10.0,36,36.0,,51.0,10.0,36.0,384.45893317813784,0.19607843137254902,0.7058823529411765,2.0,393.1333333333333,469.1233333333333,1.0,389.0,82.0,0.5809768637532133,426.96666666666664,0.04884318766066838,0.14910025706940874,220.0,2.0,0.5655526992287918,1.1428571428571428,4.114285714285714,False,False,low_source_status_coverage
Trianel Windpark Borkum 2,Trianel Windpark Borkum 2,North Sea,Germany,32,130.66666666666666,1568,1920,1248,320,352,54.0526625,6.46544375,30.4559375,0.8166666666666667,0.20408163265306123,0.18333333333333332,0.40625,65,64.5,93,91.0,,127.0,65.0,93.0,126.2083689911931,0.5118110236220472,0.7322834645669292,8.0,437.98333333333335,1640.4,0.9538461538461539,741.0,107.0,0.5371120107962213,229.78333333333333,0.12010796221322537,0.2766531713900135,143.0,19.0,0.19298245614035087,0.4936224489795919,0.6964285714285715,False,False,proxy_controls_only
Nordergründe,Nordergründe,North Sea,Germany,18,120.0,1440,1638,342,1098,198,53.8353,8.16831111111111,8.225555555555555,0.8791208791208791,0.7625,0.12087912087912088,0.3333333333333333,48,48.0,59,59.0,0.3333333333333333,59.0,48.0,59.0,58.70599826958351,0.8135593220338984,1.0,5.0,156.35833333333335,280.96166666666664,1.0,94.0,19.0,0.7127659574468085,166.96666666666667,0.2127659574468085,0.3617021276595745,63.0,1.0,0.6702127659574468,0.4,0.49166666666666664,False,False,proxy_controls_only
